time,league,pitch,weather,score_home,score_away,corners_home,corners_away,on_target_home,on_target_away,off_target_home,off_target_away,dang_attacks_home,dang_attacks_away,attacks_home,attacks_away,possession_home,possession_away,target
fh,Bangladesh Premier ...,GOOD,GOOD,0,0,0,1,5,3,11,10,58,46,108,92,50%,50%,False
lh,Bangladesh Premier ...,GOOD,GOOD,2,1,2,5,2,0,6,3,19,17,47,41,47%,53%,True
fh,Spain Tercera Group 5,GOOD,GOOD,2,1,3,1,8,2,7,1,46,25,102,87,58%,42%,False
lh,Spain Tercera Group 5,GOOD,GOOD,3,1,3,3,5,1,4,0,26,10,53,41,60%,40%,True
fh,Spain Tercera Group 5,GOOD,GOOD,1,0,3,2,6,3,6,5,47,42,84,73,47%,53%,True
lh,Spain Tercera Group 5,GOOD,GOOD,2,0,5,4,4,0,3,3,25,18,43,36,53%,47%,True
fh,Nepal Division 1,GOOD,GOOD,0,1,3,3,0,3,5,3,43,56,94,117,49%,51%,True
lh,Nepal Division 1,GOOD,GOOD,0,1,0,4,0,2,1,0,24,22,45,52,49%,51%,False
fh,Spain Youth League,GOOD,GOOD,1,0,5,0,11,3,17,3,54,17,83,56,71%,29%,True
lh,Spain Youth League,GOOD,GOOD,4,0,3,0,4,2,13,1,29,6,47,32,72%,28%,False
fh,Spain Tercera Group 6,GOOD,GOOD,2,0,4,0,11,0,5,1,120,36,168,93,63%,37%,True
lh,Spain Tercera Group 6,GOOD,GOOD,5,0,6,0,6,0,4,0,75,14,109,46,63%,37%,False
fh,Spain Youth League,GOOD,GOOD,1,1,3,1,9,6,7,8,53,56,93,98,47%,53%,True
lh,Spain Youth League,GOOD,GOOD,1,3,1,4,4,2,3,3,25,32,46,55,41%,59%,False
fh,Spain Tercera Group 11,GOOD,GOOD,1,3,0,1,2,3,3,4,41,50,84,90,49%,51%,False
lh,Spain Tercera Group 11,GOOD,GOOD,1,3,2,1,2,3,1,3,17,27,39,47,42%,58%,False
fh,Spain Youth League,GOOD,GOOD,0,0,4,1,8,3,10,6,96,71,155,108,62%,38%,False
lh,Spain Youth League,GOOD,GOOD,0,0,3,2,5,1,2,2,50,22,74,42,63%,37%,True
fh,Israel Liga Alef North,GOOD,GOOD,0,0,2,2,4,2,9,1,56,30,71,47,60%,40%,True
lh,Israel Liga Alef North,GOOD,GOOD,0,0,5,1,2,2,4,0,20,17,32,24,59%,41%,True
fh,Uganda Premier League,GOOD,GOOD,2,0,2,0,8,1,10,7,91,66,125,101,57%,43%,False
lh,Uganda Premier League,GOOD,GOOD,4,0,6,3,5,1,4,6,41,46,69,58,53%,47%,True
fh,Uganda Division 2,GOOD,GOOD,0,1,2,2,2,2,1,1,43,53,88,77,53%,47%,True
lh,Uganda Division 2,GOOD,GOOD,1,1,2,3,1,1,0,0,23,29,45,44,49%,51%,False
fh,Uganda Division 2,GOOD,GOOD,0,0,3,2,8,7,12,14,82,81,120,117,47%,53%,True
lh,Uganda Division 2,GOOD,GOOD,1,3,8,2,3,3,6,8,31,44,55,64,42%,58%,True
fh,Uganda Division 2,GOOD,GOOD,3,1,5,0,4,3,8,3,56,30,81,74,51%,49%,False
lh,Uganda Division 2,GOOD,GOOD,4,2,3,3,3,1,4,0,27,13,33,32,46%,54%,False
fh,Uganda Division 2,GOOD,GOOD,0,0,1,2,2,5,4,4,87,82,97,110,50%,50%,True
lh,Uganda Division 2,GOOD,GOOD,0,3,5,1,1,2,3,1,40,47,45,61,50%,50%,False
fh,Lebanon Cup,GOOD,GOOD,0,0,0,2,3,4,3,4,56,76,86,103,47%,53%,True
lh,Lebanon Cup,GOOD,GOOD,0,1,0,0,1,3,3,2,28,38,39,49,50%,50%,False
fh,Lebanon Division 2,GOOD,GOOD,3,0,3,5,7,5,4,5,51,84,87,90,46%,54%,True
lh,Lebanon Division 2,GOOD,GOOD,3,1,1,5,3,2,3,2,30,38,40,41,46%,54%,False
fh,Lebanon League,GOOD,GOOD,0,1,1,0,2,3,2,2,55,48,92,84,53%,47%,False
lh,Lebanon League,GOOD,GOOD,0,3,7,2,0,1,0,1,19,29,42,43,53%,47%,True
fh,Hong Kong FA Cup Ju...,GOOD,GOOD,1,0,3,3,2,5,6,8,75,69,133,83,58%,42%,False
lh,Hong Kong FA Cup Ju...,GOOD,GOOD,1,2,1,1,2,2,4,4,37,34,70,53,57%,43%,False
fh,Cyprus Division 2,GOOD,GOOD,1,0,1,0,8,2,6,9,99,54,117,74,61%,39%,False
lh,Cyprus Division 2,GOOD,GOOD,3,0,8,0,3,0,2,5,46,26,67,40,63%,37%,True
fh,Cyprus Division 2,GOOD,GOOD,1,1,2,3,7,3,3,5,48,64,68,94,40%,60%,True
lh,Cyprus Division 2,GOOD,GOOD,2,1,2,4,3,2,1,3,27,24,32,38,41%,59%,True
fh,Egypt Division 2,GOOD,GOOD,0,0,0,1,2,2,8,9,54,57,99,107,46%,54%,False
lh,Egypt Division 2,GOOD,GOOD,0,0,1,2,0,1,4,2,29,26,52,57,44%,56%,False
fh,Cyprus Division 2,GOOD,GOOD,1,1,2,2,4,3,4,3,32,19,71,54,60%,40%,True
lh,Cyprus Division 2,GOOD,GOOD,2,1,2,0,2,3,1,1,18,10,34,28,62%,38%,False
fh,France Ligue 1,GOOD,GOOD,1,0,3,1,12,2,11,4,65,27,92,80,53%,47%,True
lh,France Ligue 1,GOOD,GOOD,3,0,5,3,6,0,5,0,33,11,47,42,53%,47%,True
fh,France Cup,GOOD,GOOD,0,0,0,1,1,3,2,5,53,60,104,124,47%,53%,True
lh,France Cup,GOOD,GOOD,0,1,0,2,0,1,1,1,22,23,48,49,46%,54%,True
fh,France Cup,GOOD,GOOD,1,0,7,2,6,2,15,7,85,43,113,86,57%,43%,True
lh,France Cup,GOOD,GOOD,2,0,9,1,3,0,5,2,41,15,64,39,64%,36%,False
fh,France Cup,GOOD,GOOD,4,0,2,2,8,4,2,7,51,65,84,120,39%,61%,True
lh,France Cup,GOOD,GOOD,4,0,0,1,5,0,1,4,28,35,42,66,40%,60%,False
fh,Spain Youth League,GOOD,GOOD,1,0,4,5,7,6,4,9,79,75,107,110,57%,43%,False
lh,Spain Youth League,GOOD,GOOD,2,0,4,1,3,3,2,5,34,38,50,48,61%,39%,False
fh,England U23 Premier...,GOOD,GOOD,0,3,2,3,6,6,5,7,73,51,80,60,56%,44%,False
lh,England U23 Premier...,GOOD,GOOD,2,4,14,0,1,3,4,5,24,29,45,37,58%,42%,True
fh,England National Le...,GOOD,GOOD,1,2,1,2,3,4,2,5,31,37,68,63,57%,43%,False
lh,England National Le...,GOOD,GOOD,1,3,6,1,3,2,0,2,16,19,40,35,55%,45%,True
fh,Gambia Division 2,GOOD,GOOD,0,0,1,0,2,4,9,7,54,46,73,85,53%,47%,False
lh,Gambia Division 2,GOOD,GOOD,0,1,4,2,0,2,3,2,23,22,29,37,54%,46%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,3,4,5,4,7,8,65,53,106,96,51%,49%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,3,4,2,2,3,4,27,29,47,46,51%,49%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,1,4,5,2,13,9,74,51,130,94,59%,41%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,1,1,3,3,1,5,7,39,29,66,47,54%,46%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,5,2,2,1,2,4,103,51,113,90,61%,39%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,1,5,2,1,1,1,2,53,30,56,50,59%,41%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,2,1,2,4,9,9,10,48,56,93,93,53%,47%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,6,3,5,0,3,7,5,25,26,51,48,60%,40%,True
fh,Spain Tercera Group 12,GOOD,GOOD,0,0,1,3,5,6,6,3,87,62,109,100,47%,53%,True
lh,Spain Tercera Group 12,GOOD,GOOD,1,1,4,3,0,3,3,3,34,34,54,42,43%,57%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,0,5,4,4,10,3,89,69,115,109,48%,52%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,3,7,2,0,2,5,2,41,35,61,57,41%,59%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,2,4,5,2,4,5,86,80,137,101,51%,49%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,3,2,4,1,3,2,42,42,60,55,43%,57%,True
fh,Gambia Division 2,GOOD,GOOD,2,0,0,3,8,15,7,19,23,67,91,116,42%,58%,True
lh,Gambia Division 2,GOOD,GOOD,3,1,0,5,5,6,3,9,12,27,47,54,37%,63%,True
fh,Mauritania Division 1,GOOD,GOOD,0,0,4,2,3,1,12,10,30,34,85,95,50%,50%,False
lh,Mauritania Division 1,GOOD,GOOD,2,1,1,1,1,0,7,3,14,15,41,42,53%,47%,False
fh,Gambia Division 2,GOOD,GOOD,1,0,1,1,6,7,6,14,45,78,96,103,47%,53%,True
lh,Gambia Division 2,GOOD,GOOD,1,1,0,1,3,3,3,8,24,39,56,62,48%,52%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,1,2,1,7,6,10,6,70,76,117,114,48%,52%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,2,2,3,6,1,8,2,47,25,71,57,55%,45%,False
fh,Zanzibar Mapinduzi Cup,GOOD,GOOD,0,1,3,1,3,5,7,5,61,43,106,97,53%,47%,False
lh,Zanzibar Mapinduzi Cup,GOOD,GOOD,0,1,3,1,2,4,6,1,25,27,45,45,62%,38%,True
fh,Bahrain Premier League,GOOD,GOOD,1,1,0,1,6,3,3,6,54,52,90,101,47%,53%,False
lh,Bahrain Premier League,GOOD,GOOD,3,2,2,1,4,1,0,1,18,24,37,53,41%,59%,False
fh,Greece Super League,GOOD,GOOD,1,0,0,1,5,1,16,8,39,44,83,95,49%,51%,False
lh,Greece Super League,GOOD,GOOD,1,0,1,2,2,0,8,3,23,20,52,38,52%,48%,False
fh,Burkina Faso League,GOOD,GOOD,0,2,4,0,11,7,4,5,103,85,132,135,46%,54%,False
lh,Burkina Faso League,GOOD,GOOD,1,2,4,3,8,4,2,1,52,49,61,70,48%,52%,True
fh,Europe Friendlies,GOOD,GOOD,1,0,4,2,6,4,9,11,28,44,59,70,41%,59%,True
lh,Europe Friendlies,GOOD,GOOD,1,1,1,2,5,1,4,5,13,24,25,36,39%,61%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,2,0,4,0,5,9,73,45,89,68,61%,39%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,0,1,0,1,0,4,6,43,23,51,35,61%,39%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,2,2,6,0,3,5,5,75,86,108,110,48%,52%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,3,4,1,0,2,2,2,31,49,53,54,47%,53%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,4,0,4,1,6,1,9,3,82,39,146,90,64%,36%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,6,0,4,2,4,0,4,2,35,18,76,48,64%,36%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,6,3,7,4,10,8,88,71,118,107,56%,44%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,0,8,2,2,3,3,5,40,30,54,42,62%,38%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,1,5,5,3,2,5,6,56,61,95,107,45%,55%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,2,4,2,1,1,3,5,34,32,55,50,48%,52%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,1,3,5,6,8,8,85,48,112,73,58%,42%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,4,1,3,4,3,4,34,22,54,39,57%,43%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,4,0,4,2,14,2,5,5,51,45,106,113,50%,50%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,9,0,4,2,6,1,4,4,25,22,56,63,50%,50%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,1,1,6,3,6,7,15,42,51,98,107,40%,60%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,1,1,4,3,4,3,8,19,21,43,48,37%,63%,False
fh,Spain Tercera Group 10,GOOD,GOOD,3,1,3,0,6,3,4,2,41,36,83,76,56%,44%,False
lh,Spain Tercera Group 10,GOOD,GOOD,4,1,2,1,3,1,0,1,19,20,41,41,58%,42%,False
fh,England League 2,GOOD,GOOD,1,0,1,4,4,5,8,7,53,41,134,96,48%,52%,False
lh,England League 2,GOOD,GOOD,1,0,2,6,2,2,6,5,28,19,76,43,49%,51%,False
fh,England League 1,GOOD,GOOD,0,0,1,2,6,3,5,9,33,34,98,110,46%,54%,True
lh,England League 1,GOOD,GOOD,1,0,2,0,3,0,1,5,18,11,42,53,50%,50%,False
fh,England League 1,GOOD,GOOD,1,1,0,2,3,9,3,8,25,78,108,137,48%,52%,False
lh,England League 1,GOOD,GOOD,2,4,2,3,1,2,1,4,10,38,59,81,43%,57%,False
fh,England League 1,GOOD,GOOD,0,3,0,3,2,9,3,10,17,56,56,116,41%,59%,True
lh,England League 1,GOOD,GOOD,0,6,5,2,0,6,0,8,3,40,18,70,36%,64%,False
fh,England EFL Trophy,GOOD,GOOD,0,0,1,7,5,3,5,14,26,68,72,133,35%,65%,True
lh,England EFL Trophy,GOOD,GOOD,1,0,0,3,2,1,2,7,11,30,37,64,32%,68%,True
fh,Spain Tercera Group 6,GOOD,GOOD,1,1,4,2,4,2,10,1,84,43,131,87,67%,33%,True
lh,Spain Tercera Group 6,GOOD,GOOD,1,1,4,2,2,2,3,1,39,26,63,47,64%,36%,False
fh,England Southern Pr...,GOOD,GOOD,2,2,1,1,8,4,6,2,21,37,61,79,48%,52%,False
lh,England Southern Pr...,GOOD,GOOD,3,4,1,1,5,2,2,2,9,21,27,38,49%,51%,False
fh,England Southern Pr...,GOOD,GOOD,1,1,7,1,7,4,5,10,43,37,65,66,61%,39%,True
lh,England Southern Pr...,GOOD,GOOD,1,1,3,1,5,1,3,4,18,19,34,34,62%,38%,False
fh,England League 2,GOOD,GOOD,1,1,1,1,3,7,15,12,50,41,97,105,45%,55%,True
lh,England League 2,GOOD,GOOD,2,1,3,1,2,3,7,2,22,15,59,47,47%,53%,True
fh,England League 2,GOOD,GOOD,0,0,5,7,0,0,7,20,42,69,99,106,43%,57%,True
lh,England League 2,GOOD,GOOD,0,0,1,6,0,0,2,9,21,28,55,40,51%,49%,False
fh,England Southern Pr...,GOOD,GOOD,0,0,4,7,10,7,3,5,26,34,58,64,51%,49%,True
lh,England Southern Pr...,GOOD,GOOD,1,1,4,3,3,1,2,3,8,14,16,25,48%,52%,True
fh,Northern Ireland Pr...,GOOD,GOOD,0,1,7,0,2,2,9,1,36,25,75,67,65%,35%,True
lh,Northern Ireland Pr...,GOOD,GOOD,0,2,5,1,1,1,2,0,17,13,37,35,65%,35%,True
fh,England Southern Pr...,GOOD,GOOD,0,0,0,5,3,6,5,5,46,33,85,77,54%,46%,True
lh,England Southern Pr...,GOOD,GOOD,1,2,1,0,2,2,4,4,18,16,37,36,52%,48%,False
fh,Brazil Campeonato P...,GOOD,GOOD,1,0,6,1,8,4,10,11,60,55,101,107,61%,39%,True
lh,Brazil Campeonato P...,GOOD,GOOD,2,0,1,1,3,0,7,6,34,17,57,41,69%,31%,False
fh,France Ligue 1,GOOD,GOOD,0,2,2,0,11,3,15,5,65,21,150,67,60%,40%,True
lh,France Ligue 1,GOOD,GOOD,2,2,2,1,6,2,7,3,27,10,75,32,59%,41%,True
fh,Spain Segunda,GOOD,GOOD,0,1,2,1,4,5,12,10,63,95,121,134,46%,54%,True
lh,Spain Segunda,GOOD,GOOD,1,1,2,4,1,2,3,1,29,22,41,40,53%,47%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,6,5,6,1,15,5,71,45,76,65,60%,40%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,4,1,3,1,8,1,38,25,42,33,57%,43%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,0,6,5,6,5,12,48,62,77,90,48%,52%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,1,3,0,0,4,2,10,14,37,31,47,45%,55%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,1,1,1,5,9,10,53,71,114,112,59%,41%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,3,7,1,2,4,4,24,27,60,57,62%,38%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,0,2,2,6,4,4,5,57,70,75,93,54%,46%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,0,4,4,4,1,2,3,31,26,40,42,64%,36%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,5,1,8,7,7,7,87,52,134,109,51%,49%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,1,2,3,2,1,2,6,44,29,63,52,49%,51%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,0,1,6,7,10,5,10,46,83,79,101,42%,58%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,1,1,6,3,5,1,3,25,35,44,40,42%,58%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,4,2,3,1,5,5,82,55,100,84,57%,43%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,1,0,1,0,0,3,4,42,21,48,38,59%,41%,False
fh,Australia W-League,GOOD,GOOD,0,0,3,5,2,4,3,9,63,70,90,91,47%,53%,False
lh,Australia W-League,GOOD,GOOD,0,0,3,3,2,0,3,1,32,28,57,40,54%,46%,True
fh,India Bangalore Sup...,GOOD,GOOD,0,0,3,4,2,3,3,3,51,73,85,92,46%,54%,False
lh,India Bangalore Sup...,GOOD,GOOD,0,2,0,4,2,0,1,0,26,36,38,44,40%,60%,False
fh,Indonesia Liga 3,GOOD,GOOD,0,0,3,4,1,2,2,4,30,41,75,82,56%,44%,True
lh,Indonesia Liga 3,GOOD,GOOD,1,2,2,3,0,0,2,2,16,17,42,42,57%,43%,False
fh,India Manipur State...,GOOD,GOOD,0,1,2,1,4,4,10,6,78,70,84,83,50%,50%,True
lh,India Manipur State...,GOOD,GOOD,2,2,6,0,2,1,0,3,28,32,33,37,48%,52%,True
fh,Japan L1 League Women,GOOD,GOOD,0,0,4,0,6,1,15,2,36,21,96,78,62%,38%,True
lh,Japan L1 League Women,GOOD,GOOD,1,0,6,1,4,1,8,2,17,13,47,38,63%,37%,False
fh,Australia A-League,GOOD,GOOD,0,0,3,3,4,3,13,10,92,57,141,129,54%,46%,True
lh,Australia A-League,GOOD,GOOD,0,0,5,3,1,2,1,4,27,28,29,61,50%,50%,True
fh,Australia A-League,GOOD,GOOD,1,0,3,1,1,5,8,6,64,26,141,83,59%,41%,True
lh,Australia A-League,GOOD,GOOD,1,2,2,0,1,3,4,3,20,9,68,39,59%,41%,False
fh,India Delhi Senior ...,GOOD,GOOD,3,0,2,0,8,3,3,6,49,41,77,65,56%,44%,False
lh,India Delhi Senior ...,GOOD,GOOD,4,1,3,1,5,0,1,5,31,18,47,34,58%,42%,False
fh,India Manipur State...,GOOD,GOOD,0,3,0,3,0,11,0,11,101,127,172,157,50%,50%,False
lh,India Manipur State...,GOOD,GOOD,0,5,2,3,0,6,0,5,57,50,96,61,53%,47%,False
fh,Bhutan Presidents Cup,GOOD,GOOD,0,0,4,0,2,5,12,8,60,40,67,80,41%,59%,True
lh,Bhutan Presidents Cup,GOOD,GOOD,0,0,4,5,0,3,7,3,34,19,36,36,45%,55%,True
fh,Japan Cup Women,GOOD,GOOD,1,0,1,3,2,1,5,5,54,82,60,138,31%,69%,True
lh,Japan Cup Women,GOOD,GOOD,1,0,2,3,2,1,2,2,24,29,25,73,26%,74%,False
fh,Spain Segunda B Gro...,GOOD,GOOD,0,0,1,0,6,4,7,7,87,47,141,92,56%,44%,False
lh,Spain Segunda B Gro...,GOOD,GOOD,0,2,3,2,2,2,1,4,39,23,76,47,58%,42%,False
fh,Iraq League,GOOD,GOOD,1,0,2,4,3,3,2,8,98,70,104,99,51%,49%,False
lh,Iraq League,GOOD,GOOD,1,1,2,1,3,1,0,3,49,30,52,46,48%,52%,False
fh,Spain Tercera Group 6,GOOD,GOOD,1,0,3,1,2,1,1,4,51,91,75,106,39%,61%,True
lh,Spain Tercera Group 6,GOOD,GOOD,2,0,3,4,1,1,0,2,26,42,42,46,44%,56%,True
fh,Spain Segunda B Gro...,GOOD,GOOD,0,0,5,2,2,6,12,3,81,60,129,122,51%,49%,False
lh,Spain Segunda B Gro...,GOOD,GOOD,1,0,2,1,1,3,5,1,45,22,70,55,56%,44%,False
fh,Spain Tercera Group 6,GOOD,GOOD,1,2,1,2,3,5,3,2,44,29,106,91,50%,50%,True
lh,Spain Tercera Group 6,GOOD,GOOD,2,2,3,1,1,4,1,1,18,11,52,40,58%,42%,False
fh,Indonesia Super Liga,GOOD,GOOD,0,0,0,1,3,2,5,9,75,62,136,118,51%,49%,True
lh,Indonesia Super Liga,GOOD,GOOD,0,0,0,3,2,2,1,3,35,32,66,62,46%,54%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,0,1,2,8,0,15,2,70,34,110,81,55%,45%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,0,2,0,4,0,5,1,32,23,51,44,47%,53%,False
fh,Uganda Premier League,GOOD,GOOD,1,0,1,5,6,5,13,14,35,61,96,110,41%,59%,False
lh,Uganda Premier League,GOOD,GOOD,2,0,1,4,2,2,7,11,18,33,52,66,47%,53%,True
fh,Kenya Premier League,GOOD,GOOD,0,1,2,4,1,1,0,0,50,55,113,113,44%,56%,False
lh,Kenya Premier League,GOOD,GOOD,1,1,0,4,0,1,0,0,19,30,55,55,42%,58%,False
fh,Kenya Premier League,GOOD,GOOD,1,0,5,4,4,2,4,3,58,55,96,90,50%,50%,False
lh,Kenya Premier League,GOOD,GOOD,2,1,3,2,2,1,1,1,19,27,45,39,41%,59%,True
fh,Uganda Premier League,GOOD,GOOD,1,0,3,3,6,1,7,5,114,76,172,94,60%,40%,False
lh,Uganda Premier League,GOOD,GOOD,1,0,2,3,3,1,4,3,54,39,74,54,65%,35%,True
fh,Kenya Premier League,GOOD,GOOD,0,0,2,1,3,2,7,3,43,34,71,72,44%,56%,True
lh,Kenya Premier League,GOOD,GOOD,0,1,5,3,2,1,5,1,20,15,36,34,37%,63%,True
fh,Kenya Premier League,GOOD,GOOD,1,2,3,2,3,5,3,3,45,40,108,90,60%,40%,True
lh,Kenya Premier League,GOOD,GOOD,1,4,2,6,3,2,2,1,26,19,59,42,59%,41%,True
fh,Saudi Arabia Divisi...,GOOD,GOOD,0,0,1,0,3,1,5,3,46,64,82,112,46%,54%,False
lh,Saudi Arabia Divisi...,GOOD,GOOD,2,1,0,1,0,0,4,1,28,25,54,46,59%,41%,False
fh,Greece Super League 2,GOOD,GOOD,0,0,0,3,2,1,6,10,59,70,115,122,41%,59%,False
lh,Greece Super League 2,GOOD,GOOD,0,0,0,2,2,0,5,4,37,28,55,46,52%,48%,True
fh,England U23 Premier...,GOOD,GOOD,0,5,3,1,3,8,3,6,44,45,99,100,62%,38%,True
lh,England U23 Premier...,GOOD,GOOD,0,5,3,0,2,7,0,4,18,32,35,59,59%,41%,False
fh,Zanzibar Mapinduzi Cup,GOOD,GOOD,1,0,3,0,7,0,10,4,64,20,99,60,71%,29%,True
lh,Zanzibar Mapinduzi Cup,GOOD,GOOD,2,0,2,1,3,0,4,2,34,14,52,32,70%,30%,True
fh,Italy Serie D Cup,GOOD,GOOD,1,1,0,2,6,7,4,6,38,34,70,63,54%,46%,False
lh,Italy Serie D Cup,GOOD,GOOD,3,3,1,3,3,3,3,2,22,14,42,31,58%,42%,False
fh,Italy Serie A Women,GOOD,GOOD,0,2,4,2,2,4,6,4,73,68,79,65,59%,41%,True
lh,Italy Serie A Women,GOOD,GOOD,1,2,1,2,1,3,5,2,36,30,39,25,57%,43%,False
fh,Liberia National Le...,GOOD,GOOD,0,4,0,3,5,19,2,11,48,77,101,101,48%,52%,False
lh,Liberia National Le...,GOOD,GOOD,0,8,0,1,4,7,1,7,24,35,50,46,48%,52%,False
fh,Indonesia Super Liga,GOOD,GOOD,1,1,1,2,4,2,6,6,64,78,89,93,49%,51%,True
lh,Indonesia Super Liga,GOOD,GOOD,3,1,2,4,1,1,3,5,33,45,46,57,44%,56%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,0,0,2,8,2,8,3,64,49,80,53,63%,37%,False
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,5,1,0,3,4,0,6,2,38,20,47,20,73%,27%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,2,4,2,6,13,10,74,75,103,96,53%,47%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,4,3,2,5,6,6,36,39,57,48,50%,50%,True
fh,Portugal Cup Women,GOOD,GOOD,3,0,5,0,7,1,19,1,100,35,160,82,72%,28%,False
lh,Portugal Cup Women,GOOD,GOOD,4,0,5,1,4,1,9,1,54,17,78,37,72%,28%,True
fh,Liberia National Le...,GOOD,GOOD,2,2,3,1,4,10,1,6,64,80,76,85,37%,63%,False
lh,Liberia National Le...,GOOD,GOOD,3,6,4,2,3,3,0,1,32,41,38,43,31%,69%,False
fh,India Super League,GOOD,GOOD,1,1,1,4,2,8,9,10,59,62,121,107,52%,48%,True
lh,India Super League,GOOD,GOOD,2,2,2,3,1,3,3,6,24,27,61,47,51%,49%,False
fh,Europe Friendlies,GOOD,GOOD,0,0,3,3,5,6,8,5,77,53,130,87,61%,39%,True
lh,Europe Friendlies,GOOD,GOOD,0,0,3,4,3,5,2,2,45,22,76,38,60%,40%,True
fh,Saudi Arabia Divisi...,GOOD,GOOD,1,0,1,8,5,3,2,10,41,103,100,146,39%,61%,True
lh,Saudi Arabia Divisi...,GOOD,GOOD,5,0,1,4,1,0,1,5,18,48,56,75,40%,60%,False
fh,Kuwait League,GOOD,GOOD,0,2,1,3,4,3,4,3,81,58,117,121,63%,37%,False
lh,Kuwait League,GOOD,GOOD,0,2,4,0,0,3,2,3,29,29,50,52,53%,47%,True
fh,Spain Tercera Group 2,GOOD,GOOD,2,1,1,2,5,5,7,4,42,44,94,96,45%,55%,False
lh,Spain Tercera Group 2,GOOD,GOOD,2,1,4,2,3,3,3,3,19,21,46,44,39%,61%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,0,1,2,2,1,3,4,62,51,112,84,60%,40%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,1,1,0,1,0,1,1,26,27,44,34,64%,36%,False
fh,Gambia Division 2,GOOD,GOOD,0,0,3,1,4,3,9,6,59,66,75,81,44%,56%,True
lh,Gambia Division 2,GOOD,GOOD,0,0,1,1,4,3,5,4,31,31,41,46,45%,55%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,0,2,2,4,4,7,5,61,46,91,92,50%,50%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,3,1,4,4,4,2,4,2,31,19,35,51,46%,54%,True
fh,Africa Cup of Nations,GOOD,GOOD,1,0,2,5,4,2,6,4,44,36,81,69,56%,44%,True
lh,Africa Cup of Nations,GOOD,GOOD,3,0,2,2,1,0,5,1,25,18,36,33,55%,45%,False
